Brand,Function,Category,Name,link,index,0
Kiehl's,hydrating,facial mask (cream),Kiehl's Ultra Facial Overnight Hydrating Mask,https://www.skincarisma.com/products/kiehl-s/ultra-facial-overnight-hydrating-mask/ingredient_list#info-section,Kiehl's Ultra Facial Overnight Hydrating Mask,"['Disodium EDTA', 'Ophiopogon Japonicus Root Extract', 'imperata Cylindrica Root Extract', 'Sodium Citrate', 'Butyrospermum Parkii (Shea) Butter', 'Pseudoalteromonas Ferment Extract', 'Squalane', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Water', 'Carbomer', 'Caprylyl Glycol', 'Glycerin', 'Propylene Glycol', 'Hydroxyethylpiperazine Ethane Sulfonic Acid', 'Citric Acid', 'Aluminum Starch Octenylsuccinate', 'Chlorphenesin', 'Dimethicone', 'Urea', 'Phenoxyethanol', 'Triethanolamine']"
Kiehl's,hydrating,facial mask (cream),Kiehl's Avocado Nourishing Hydrating Mask,https://www.skincarisma.com/products/kiehl-s/avocado-nourishing-hydrating-mask/ingredient_list#info-section,Kiehl's Avocado Nourishing Hydrating Mask,"['Glyceryl Stearate', 'Bis-Diglyceryl Polyacyladipate-2', 'Cetearyl Alcohol', 'Cetyl Esters', 'Sodium Chloride', 'Butyrospermum Parkii (Shea) Butter', 'Squalane', 'Persea Gratissima (Avocado) Fruit Extract', 'Ethylhexyl Palmitate', 'Melia Azadirachta Leaf Extract', 'Water', 'Gellan Gum', 'Caprylic/Capric Triglyceride', 'Caprylyl Glycol', 'Glycerin', 'Theobroma Grandiflorum Seed Butter', 'Oenothera Biennis (Evening Primrose) Oil', 'Persea Gratissima (Avocado) Oil', 'Propanediol', 'Bentonite', 'Iron Oxides', 'PEG-100 Stearate', 'Phenoxyethanol']"
Kiehl's,hydrating,facial mask (cream),Kiehl's Calendula & Aloe Soothing Hydration Mask,https://www.skincarisma.com/products/kiehl-s/calendula-aloe-soothing-hydration-mask/ingredient_list#info-section,Kiehl's Calendula & Aloe Soothing Hydration Mask,"['Glyceryl Acrylate/Acrylic Acid Copolymer', 'Paeonia Suffruticosa Root Extract', 'Cassia Angustifolia Seed Polysaccharide', 'Pelargonium Graveolens Flower Oil', 'Artemisia Absinthium Extract', 'Ethylhexylglycerin', 'Anthemis Nobilis Flower Oil', 'Water', 'Calendula Officinalis Flower', 'Calendula Officinalis Flower Extract', 'Carbomer', 'Butylene Glycol', 'Glycerin', 'Scutellaria Baicalensis Root Extract', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Citrus Aurantium Dulcis (Orange) Peel Oil', 'PPG-26-Buteth-26', 'Citrus Limon (Lemon) Peel Oil', 'Sodium Benzoate', 'Sodium Hydroxide', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'PEG-40 Hydrogenated Castor Oil', 'Phenoxyethanol', 'Limonene', 'Citral', 'Aloe Barbadensis Leaf Juice']"
Kiehl's,anti-aging,facial mask (cream),Kiehl's Ginger Leaf & Hibiscus Firming Mask,https://www.skincarisma.com/products/kiehl-s/ginger-leaf-hibiscus-firming-mask/ingredient_list#info-section,Kiehl's Ginger Leaf & Hibiscus Firming Mask,"['Curcuma Longa (Turmeric) Root Extract', 'Glyceryl Stearate', 'Rosa Damascena Extract', 'Moringa Oleifera Seed Extract', 'Lavandula Angustifolia (Lavender) Oil', 'Mangifera Indica (Mango) Seed Butter', 'Paeonia Suffruticosa Root Extract', 'Vanilla Planifolia Fruit Extract', 'Behenyl Alcohol', 'Cetearyl Alcohol', 'Pelargonium Graveolens Flower Oil', 'Elettaria Cardamomum Seed Oil', 'Sodium Polyacrylate Starch', 'Butyrospermum Parkii (Shea) Butter', 'Butyrospermum Parkii (Shea Butter) Oil', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Adenosine', 'Arachidyl Glucoside', 'Arachidyl Alcohol', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Ethylhexylglycerin', 'Juniperus Virginiana Oil', 'Hibiscus Esculentus Seed Extract', 'Isoamyl Laurate', 'Melia Azadirachta Flower Extract', 'Melia Azadirachta Leaf Extract', 'Xanthan Gum', 'Water', 'Corallina Officinalis Extract', 'Caprylic/Capric Triglyceride', 'Euphorbia Cerifera (Candelilla) Wax', 'Butylene Glycol', 'Glycerin', 'Coco-glucoside', 'Dipteryx Odorata Bean Extract', 'Pentylene Glycol', 'Pullulan', 'Propanediol', 'PVP', 'Hydrolyzed Opuntia Ficus-Indica Flower Extract', 'Eclipta Prostrata Leaf Extract', 'Ocimum Sanctum Leaf Extract', 'Scutellaria Baicalensis Root Extract', 'Yeast Extract', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Sodium Polyacrylate', 'Tocopheryl Acetate (Vitamin E)', 'Phenoxyethanol', 'Linalool', 'Citronellol', 'Citral', 'Geraniol', 'Coumarin', 'Alpinia Galanga Leaf Extract', 'Cistus Ladaniferus Leaf/Stem Extract', 'Ocimum Basilicum (Basil) Flower/Leaf/Stem Extract', 'Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil']"
Sisley,anti-aging,facial mask (cream),Sisley Black Rose Cream Mask,https://www.skincarisma.com/products/sisley-paris/black-rose-cream-mask/ingredient_list#info-section,Sisley Black Rose Cream Mask,"['Padina Pavonica Thallus Extract', 'Algae Extract', 'Glyceryl Stearate', 'Physalis Alkekengi Calyx Extract', 'Rosa Damascena Flower Oil', 'Panthenol', 'Verbascum Thapsus Extract', 'Pelargonium Graveolens Oil', 'Sorbitan Isostearate', 'Butyrospermum Parkii (Shea) Butter', 'Squalane', 'Arginine', 'Ethylhexylglycerin', 'Rosa Hybrid Flower Extract', 'Water', 'Butylene Glycol', 'Glycerin', 'Pentylene Glycol', 'Vitis Vinifera (Grape) Leaf Extract', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Michelia Alba Leaf Oil', 'Citric Acid', 'Tetrasodium EDTA', 'Iron Oxides', 'Sodium Benzoate', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'Polysorbate 60', 'PEG-100 Stearate', 'Phenoxyethanol', 'BHT', 'Methylisothiazolinone']"
Fresh,hydrating,facial mask (cream),Fresh Creme Ancienne Ultimate Nourishing Honey Mask,https://www.skincarisma.com/products/fresh/creme-ancienne-ultimate-nourishing-honey-mask/ingredient_list#info-section,Fresh Creme Ancienne Ultimate Nourishing Honey Mask,"['Honey', 'Rosa Damascena Flower Water', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Limnanthes Alba (Meadowfoam) Seed Oil', 'Osmanthus Fragrans Flower Extract', 'Hippophae Rhamnoides Oil', 'Butyrospermum Parkii (Shea) Butter', 'Sucrose Laurate', 'Stearalkonium Hectorite', 'Anthemis Nobilis Flower Oil', 'Echinacea Purpurea Extract', 'Water', 'Caprylic/Capric Triglyceride', 'Glycerin', 'Pentylene Glycol', 'Propylene Glycol Dicaprylate/Dicaprate', 'Propylene Carbonate', 'Helianthus Annuus (Sunflower) Seed Oil', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Citrus Limon (Lemon) Peel Oil', 'Sodium Metabisulfite', 'Citronellol', 'Limonene', 'Geraniol', 'Fragrance', 'Jojoba Oil PEG-150 Esters']"
Chantecallie,anti-aging,facial mask (cream),Chantecallie Bio Liftying Mask,https://www.skincarisma.com/products/chantecaille/bio-lifting-mask/ingredient_list#info-section,Chantecallie Bio Liftying Mask,"['C12-13 Alkyl Lactate', 'Acacia Decurrens Flower Wax', 'Rosa Damascena Flower Water', 'Rosa Damascena Flower Oil', 'Disodium EDTA', 'imperata Cylindrica Root Extract', 'Triticum Vulgare (Wheat) Protein', 'Centella Asiatica Extract', 'Saccharide Isomerate', 'Pelargonium Graveolens Oil', 'Sodium Citrate', 'Acetyl Hexapeptide-8', 'Ascorbyl Palmitate', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Ethylhexylglycerin', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Narcissus Poeticus Flower Wax', 'Jasminum Grandiflorum (Jasmine) Flower Wax', 'Water', 'Chondrus Crispus (Carrageenan)', 'Carbomer', 'Caprylic/Capric Triglyceride', 'Caprylyl Glycol', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Coco-Caprylate/Caprate', 'Pentylene Glycol', 'Potassium Cetyl Phosphate', 'Pullulan', 'Propanediol', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Saxifraga Sarmentosa Extract', 'Ascorbic Acid (Vitamin C)', 'Tocopherol (Vitamin E)', 'Citric Acid', 'C12-20 Acid PEG-8 Ester', 'Sodium Benzoate', 'Sodium Hydroxide', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'PEG-8', 'Phenoxyethanol', 'Linalool', 'Citronellol', 'Geraniol', 'Titanium Dioxide', 'Nannochloropsis Oculata Extract', 'Alpha-Bisabolol']"
Fresh,hydrating,facial mask (cream),Fresh Vitamin Nectar Vibrancy-Boosting Face Mask,https://www.skincarisma.com/products/fresh/vitamin-nectar-vibrancy-boosting-face-mask/ingredient_list#info-section,Fresh Vitamin Nectar Vibrancy-Boosting Face Mask,"['Glucose', 'Panthenol', 'Magnesium Aspartate', 'Vaccinium Myrtillus Fruit Extract', 'Saccharum Officinarum (Sugar Cane) Extract', 'Pyrus Cydonia Seed Extract', 'Acer Saccharum (Sugar Maple) Extract', 'Sodium Citrate', 'Sucrose', 'Sclerotium Gum', 'Annatto', 'Ascorbyl Tetraisopalmitate', 'Citrus Sinensis (Orange) Fruit Extract', 'Citrus Aurantium Dulcis (Orange) Fruit Extract', 'Citrus Junos Fruit Extract', 'Xanthan Gum', 'Water', 'Caramel', 'Butylene Glycol', 'Glycerin', 'Glycine Soja (Soybean) Oil', 'Fructose', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Copper Gluconate', 'Tetrasodium EDTA', 'Zinc Gluconate', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'Sodium Metabisulfite', 'Phenoxyethanol', 'Limonene', 'Fragrance', 'Citrus Limon (Lemon) Fruit Extract']"
La Prairie,anti-aging,facial mask (cream),La Prairie Skin Caviar Luxe Sleep Mask,https://www.skincarisma.com/products/la-prairie/skin-caviar-luxe-sleep-mask/ingredient_list#info-section,La Prairie Skin Caviar Luxe Sleep Mask,"['1,2-Hexanediol', 'Algae Extract', 'Glycoproteins', 'Glyceryl Stearate', 'Nylon-12', 'Disodium EDTA', 'Panthenol', 'Verbascum Thapsus Extract', 'Cetearyl Dimethicone Crosspolymer', 'Sorbitan Stearate', 'Equisetum Arvense Extract', 'Squalene', 'Algin', 'Ethylhexylglycerin', 'Panax Ginseng Root Extract', 'Chondrus Crispus (Carrageenan)', 'Carbomer', 'Caprylic/Capric Triglyceride', 'Caprylyl Glycol', 'Butylene Glycol', 'Glycerin', 'Propylene Glycol', 'Caviar Extract', 'Theobroma Grandiflorum Seed Butter', 'Salicornia Herbacea Extract', 'Palmitoyl Tripeptide-38', 'Plankton Extract', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Hydroxypropyl Cyclodextrin', 'Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables', 'Jojoba Esters', 'Yeast Extract', 'Magnolia Acuminata Bark Extract', 'Blue 1', 'Dimethicone', 'Sodium Benzoate', 'Sorbic Acid', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'Polysorbate 60', 'PEG-100 Stearate', 'Inula Crithmoide Extract', 'Phenoxyethanol', 'Citronellol', 'Limonene', 'Benzyl Benzoate', 'Benzyl Salicylate', 'Eugenol', 'Geraniol', 'Fragrance', 'Papain', 'Valeriana Officinalis Rhizome/Root Extract', 'Red 4 Lake']"
La Prairie,hydrating,facial mask (cream),La Prairie Cellular Hydralift Firming Mask ,https://www.skincarisma.com/products/la-prairie/cellular-hydralift-firming-mask/ingredient_list#info-section,La Prairie Cellular Hydralift Firming Mask ,"['Algae Extract', 'Avena Sativa (Oat) Kernel Extract', 'Glycoproteins', 'Glyceryl Stearate', 'Niacinamide', 'Disodium EDTA', 'Lactitol', 'Lilium Candidum Bulb Extract', 'Althaea Officinalis Root Extract', 'Pyrus Malus (Apple) Fruit Extract', 'Cetearyl Alcohol', 'Cetyl Alcohol', 'Sodium Dehydroacetate', 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Sodium Carbomer', 'Sodium Chloride', 'Equisetum Arvense Extract', 'Butyrospermum Parkii (Shea) Butter', 'Aminopropyl Ascorbyl Phosphate', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Pisum Sativum (Pea) Extract', 'Camellia Oleifera Leaf Extract', 'Panax Ginseng Root Extract', 'Xylitol', 'Xanthan Gum', 'Water', 'Calendula Officinalis Flower Extract', 'Caffeine', 'Caprylic/Capric Triglyceride', 'Caprylyl Glucoside', 'Butylene Glycol', 'Sodium PCA', 'Sodium Hyaluronate', 'Glycerin', 'Propylene Glycol', 'Glycine Soja (Soybean) Oil', 'Trehalose', 'Persea Gratissima (Avocado) Oil', 'Polyisobutene', 'Polyquaternium-51', 'Phytosteryl Isostearate', 'Haslea Ostrearia Extract', 'Helianthus Annuus (Sunflower) Seed Oil', 'Simmondsia Chinensis (Jojoba) Seed Oil', 'Blue 1', 'Artemisia Vulgaris (Mugwort)', 'Chlorphenesin', 'Dimethicone', 'Benzoic Acid', 'Urea', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 60', 'PEG-100 Stearate', 'Methylparaben', 'Ethylparaben', 'Citrus Grandis (Grapefruit) Fruit Extract', 'Phenoxyethanol', 'Petrolatum', 'Linalool', 'Benzyl Alcohol', 'Citronellol', 'Alpha-Isomethyl Ionone', 'Hexyl Cinnamal', 'Limonene', 'Benzyl Benzoate', 'BHT', 'Evernia Furfuracea (Treemoss) Extract', 'Benzyl Salicylate', 'Butylparaben', 'Butylphenyl Methylpropional', 'Eugenol', 'Isobutylparaben', 'Geraniol', 'Propylparaben', 'Hydroxycitronellal', 'Fragrance', 'Lecithin', 'Amyl Cinnamal', 'Aloe Barbadensis Leaf Juice', 'Hydrolyzed Soy Protein', 'Alpha-Bisabolol', 'CI 60725 (Violet 2)']"
Charlotte Tilbury,hydrating,facial mask (mask),Charlotte Tilbury Instant Magic Facial Dry Sheet Mask,https://www.skincarisma.com/products/charlotte-tilbury/instant-magic-facial-dry-sheet-mask/ingredient_list#info-section,Charlotte Tilbury Instant Magic Facial Dry Sheet Mask,"['Glyceryl Stearate', 'Niacinamide', 'Dictyopteris Membranacea Extract', 'Disodium EDTA', 'Dicaprylyl Ether', 'Lauryl Alcohol', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Mangifera Indica (Mango) Seed Butter', 'Crocus Sativus Flower Extract', 'Cetearyl Olivate', 'Cetyl Ricinoleate', 'Cetyl Alcohol', 'Sorbitan Stearate', 'Sorbitan Olivate', 'Sorbitan Oleate', 'Butyrospermum Parkii (Shea) Butter', 'Stearic Acid', 'Arginine', 'Ethylhexylglycerin', 'Olea Europaea (Olive) Fruit Oil', 'Xanthan Gum', 'Carmine', 'Carbomer', 'Caprylyl Glycol', 'Calcium Titanium Borosilicate', 'Butylene Glycol', 'Glycerin', 'Glycine Soja (Soybean) Oil', 'Magnolia Grandiflora Bark Extract', 'Persea Gratissima (Avocado) Oil', 'Palmitoyl Tetrapeptide-7', 'Palmitoyl Tripeptide-1', 'Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate', 'Hydrogenated Vegetable Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Magnolia Obovata Bark Extract', 'Tocopherol (Vitamin E)', 'Mica', 'Citric Acid', 'Tin Oxide', 'Sodium Lactate', 'Acacia Senegal Gum', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 20', 'PEG-20 Methyl Glucose Sesquistearate', 'Benzyl Alcohol', 'Leontopodium Alpinum Callus Culture Extract', 'Titanium Dioxide']"
Guerlain,anti-aging,facial mask (cream),Guerlain Orchidee Imperiale Mask,https://www.skincarisma.com/products/guerlain/orchidee-imperiale-mask/ingredient_list#info-section,Guerlain Orchidee Imperiale Mask,"['Avena Sativa (Oat) Kernel Extract', 'Glyceryl Stearate', 'Orchid Extract', 'Decyloxazolidinone', 'Disodium EDTA', 'Dicaprylyl Carbonate', 'Ribose', 'Mangifera Indica (Mango) Seed Butter', 'Biosaccharide Gum-2', 'Behenyl Alcohol', 'Beeswax (Cera Alba)', 'Saccharide Isomerate', 'Cetearyl Alcohol', 'Sodium Citrate', 'Adenosine', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Isohexadecane', 'Water', 'Caprylic/Capric Triglyceride', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Pentylene Glycol', 'Hydrolyzed Soy Flour', 'Jojoba Esters', 'Mica', 'Citric Acid', 'Tetrasodium EDTA', 'Iron Oxides', 'Dimethicone', 'Ceteareth-20', 'Steareth-21', 'Tocopheryl Acetate (Vitamin E)', 'Phenoxyethanol', 'Linalool', 'Citronellol', 'Alpha-Isomethyl Ionone', 'Limonene', 'BHT', 'Geraniol', 'Fragrance', 'Silica', 'Ceteareth-12', 'Bertholletia Excelsa Pericarp Extract', 'Cymbidium Grandiflorum Flower Extract', 'Titanium Dioxide', 'Yellow 5 Lake', 'Red 4 Lake']"
Tatcha,hydrating,facial mask (mask),Tatcha Luminous Dewy Skin Mask,https://www.skincarisma.com/products/tatcha/luminous-dewy-skin-mask/ingredient_list#info-section,Tatcha Luminous Dewy Skin Mask,"['Glycyrrhiza Glabra (Licorice) Root Extract', 'Zizyphus Jujuba Fruit Extract', 'Camellia Japonica Seed Oil', 'Disodium EDTA', 'Diphenylsiloxy Phenyl Trimethicone', 'Royal Jelly Extract', 'Sericin', 'Squalane', 'Oryza Sativa (Rice) Germ Oil', 'Ethylhexylglycerin', 'Thymus Serpillum Extract', 'Panax Ginseng Root Extract', 'Water', 'Chondrus Crispus (Carrageenan) Extract', 'Sodium Hyaluronate', 'Glycerin', 'Pentaerythrityl Tetraisostearate', 'Polyglyceryl-10 Laurate', 'Propanediol', 'Scutellaria Baicalensis Root Extract', 'Alcohol', 'Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer', 'Phenoxyethanol', 'Fragrance', 'Saccharomyces/Camellia Sinensis Extract Ferment Filtrate']"
Avene,hydrating,facial mask (mask),Avene Soothing Sheet Mask,https://www.skincarisma.com/products/avene/soothing-sheet-mask/ingredient_list#info-section,Avene Soothing Sheet Mask,"['Sodium Chloride', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Phenethyl Alcohol', 'Hydrogenated Starch Hydrolysate', 'Poloxamer 188', 'Triethanolamine']"
Pond's,hydrating,facial mask (mask),Pond's Hydrate + Glow Sheet Face Mask,https://www.skincarisma.com/products/pond-s/hydrate-glow-sheet-face-mask/ingredient_list#info-section,Pond's Hydrate + Glow Sheet Face Mask,"['Niacinamide', 'Disodium EDTA', 'Dipropylene Glycol', 'Methylpropanediol', 'Cellulose Gum', 'Pancratium Maritimum Extract', 'Ethylhexylglycerin', 'Althaea Rosea Flower Extract', 'Water', 'Carbomer', 'Caffeine', 'Caprylyl Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Carica Papaya (Papaya) Fruit Extract', 'Hydroxyethyl Urea', 'Hydroxyacetophenone', 'Tromethamine', 'Urea', 'Tocopheryl Acetate (Vitamin E)', 'PEG-40 Hydrogenated Castor Oil', 'PEG/PPG-17/6 Copolymer', 'Allantoin', 'Agave Americana Stem Extract']"
Neutrogena ,hydrating,facial mask (mask),Neutrogena Hydro Boost Hydrating 100% Hydrogel Mask,https://www.skincarisma.com/products/neutrogena/hydro-boost-hydrating-100-hydrogel-mask/ingredient_list#info-section,Neutrogena Hydro Boost Hydrating 100% Hydrogel Mask,"['Disodium EDTA', 'Dipropylene Glycol', 'Sucrose Cocoate', 'Plukenetia Volubilis Seed Oil', 'Xanthan Gum', 'Water', 'Chondrus Crispus (Carrageenan) Extract', 'Ceratonia Siliqua Gum', 'Potassium Chloride', 'Propanediol', 'Hydrolyzed Hyaluronic Acid', 'Tremella Fuciformis Sporocarp Extract', 'Blue 1', 'Tocopherol (Vitamin E)', 'Chlorphenesin', 'PEG-60 Hydrogenated Castor Oil', 'Phenoxyethanol', 'Fragrance']"
Kiehl's,hydrating,facial mask (mask),Kiehl's Instant Renewal Concentrate Mask,https://www.skincarisma.com/products/kiehl-s/instant-renewal-concentrate-mask/ingredient_list#info-section,Kiehl's Instant Renewal Concentrate Mask,"['1,2-Hexanediol', 'Disodium EDTA', 'Maltodextrin', 'Methylpropanediol', 'Rubus Fruticosus (Blackberry) Fruit Extract', 'Vaccinium Angustifolium (Blueberry) Fruit Extract', 'Sucrose', 'Acetic Acid', 'Carapa Guaianensis Seed Oil', 'Ethylhexylglycerin', 'Xanthan Gum', 'Water', 'Chondrus Crispus (Carrageenan)', 'Caprylhydroxamic Acid', 'Ceratonia Siliqua Gum', 'Butylene Glycol', 'Glycerin', 'Triethoxycaprylylsilane', 'Potassium Chloride', 'Pentaclethra Macroloba Seed Oil', 'Propanediol', 'Hexylene Glycol', 'Hydroxyacetophenone', 'Copaifera Officinalis (Balsam Copaiba) Resin', 'Chlorphenesin', 'Iron Oxides', 'Ricinus Communis (Castor) Seed Oil', 'Ammonium Sulfate', 'Sodium Polyacrylate', 'Polysorbate 60', 'Allantoin', 'Calcium Lactate', 'Phenoxyethanol', 'Aloe Barbadensis Leaf Extract', 'Punica Granatum Fruit Extract', 'Cocos Nucifera (Coconut) Fruit Extract', 'Black Strap Powder']"
Clarins,anti-aging,facial mask (mask),Clarins Super Restorative Instant Lift Serum Mask,https://www.skincarisma.com/products/clarins/super-restorative-instant-lift-serum-mask/ingredient_list#info-section,Clarins Super Restorative Instant Lift Serum Mask,"['C12-20 Alkyl Glucoside', 'C14-22 Alcohols', 'Guar Hydroxypropyltrimonium Chloride', 'Avena Sativa (Oat) Kernel Extract', 'Glucose', 'Glyceryl Caprylate', 'Dextran', 'Dicaprylyl Carbonate', 'Microcrystalline Cellulose', 'Methylpropanediol', 'Betaine', 'Cellulose Gum', 'Sodium Stearoyl Glutamate', 'Sorbitan Isostearate', 'Butyrospermum Parkii (Shea) Butter', 'Sucrose Palmitate', 'Acetyl Tetrapeptide-2', 'Escin', 'Isohexadecane', 'Water', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Pectin', 'Propanediol', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Harungana Madagascariensis Extract', 'Tocopherol (Vitamin E)', 'Citric Acid', 'Sodium Benzoate', 'Tocopheryl Acetate (Vitamin E)', 'Potassium Sorbate', 'Polysorbate 60', 'Phenoxyethanol', 'Fragrance', 'Glyceryl Linoleate']"
Lancome,anti-aging,facial mask (mask),Lancome Advance Genifique Hydrogel Melting Sheet Mask,https://www.skincarisma.com/products/lancome/advance-genifique-hydrogel-melting-sheet-mask/ingredient_list#info-section,Lancome Advance Genifique Hydrogel Melting Sheet Mask,"['1,2-Hexanediol', 'Glycine', 'Disodium EDTA', 'Lactobacillus Ferment', 'Madecassoside', 'Methionine', 'Bifida Ferment Lysate', 'Salicyloyl Phytosphingosine', 'Sodium Dehydroacetate', 'Sodium Succinate', 'Sorbitan Isostearate', 'Sucrose', 'Adenosine', 'Arginine', 'Ethylhexylglycerin', 'Water', 'Chondrus Crispus (Carrageenan)', 'Caprylic/Capric Triglyceride', 'Ceratonia Siliqua Gum', 'Butylene Glycol', 'Glycerin', 'Phenyl Trimethicone', 'Pentylene Glycol', 'Potassium Chloride', 'Polyisobutene', 'Hydrolyzed Wheat Protein', 'Yeast Extract', 'Tocopherol (Vitamin E)', 'Polyacrylate-13', 'Sodium Benzoate', 'Potassium Sorbate', 'Potassium Hydroxide', 'Polysorbate 20', 'PEG-60 Hydrogenated Castor Oil', 'Allantoin', 'Phenoxyethanol', 'Linalool', 'Citronellol', 'Limonene', 'Fragrance']"
Burt's Bees,hydrating,facial mask (mask),Burt's Bees Hydrating Face Sheet Mask,https://www.skincarisma.com/products/burt-s-bees/hydrating-face-sheet-mask-d5243b89-ace7-45b7-8a9a-212d9c339ce9/ingredient_list#info-section,Burt's Bees Hydrating Face Sheet Mask,"['Salix Nigra (Willow) Bark Extract', 'Water', 'Sodium PCA', 'Glycerin', 'Salvia Sclarea (Clary) Extract', 'Actinidia Chinensis (Kiwi) Fruit Water', 'Caesalpinia Spinosa Gum', 'Polyglyceryl-4 Caprate', 'Propanediol', 'Sodium Benzoate', 'Potassium Sorbate', 'Phenoxyethanol', 'Fragrance']"
Shiseido,brightening,facial mask (mask),Shiseido White Lucent Power Brightening Mask,https://www.skincarisma.com/products/shiseido/white-lucent-power-brightening-mask/ingredient_list#info-section,Shiseido White Lucent Power Brightening Mask,"['Glucosyl Hesperidin', 'Disodium EDTA', 'Dipotassium Glycyrrhizate', 'Dipropylene Glycol', 'Lauryl Betaine', 'Paeonia Suffruticosa Root Extract', 'Serine', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Isostearic Acid', 'Xanthan Gum', 'Water', 'Rehmannia Chinensis Root Extract', 'Carbomer', 'Butylene Glycol', 'Sodium Hyaluronate', 'Glycerin', 'Trehalose', 'Triethylhexanoin', 'Alcohol', 'Sodium Benzoate', 'Potassium Hydroxide', 'PEG-20', 'PEG/PPG-14/7 Dimethyl Ether', 'Phenoxyethanol', 'Limonene', 'Fragrance', 'Mineral Oil', 'PEG-30 Soy Sterol', '2-O-Ethyl Ascorbic Acid', 'Potassium Methoxysalicylate']"
Clinique,brightening,facial mask (cream),Clinique Even Better Brightening Moisture Mask,https://www.skincarisma.com/products/clinique/even-better-brightening-moisture-mask/ingredient_list#info-section,Clinique Even Better Brightening Moisture Mask,"['Curcuma Longa (Turmeric) Root Extract', 'Citrus Unshiu Peel Extract', 'Glyceryl Stearate', 'Nylon-12', 'Disodium EDTA', 'Dipotassium Glycyrrhizate', 'Porphyra Yezoensis Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Saccharomyces Cerevisiae Extract', 'Pyrus Malus (Apple) Fruit Extract', 'Cetearyl Alcohol', 'Sodium RNA', 'Sorbitan Sesquioleate', 'Sucrose', 'Prunus Amygdalus Dulcis (Sweet Almond) Oil', 'Squalane', 'Acetyl Glucosamine', 'Ethylhexylglycerin', 'Ethylhexyl Palmitate', 'Oryzanol', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Isostearyl Neopentanoate', 'Isopropyl Isostearate', 'Isohexadecane', 'Water', 'Rosa Roxburghii Fruit Extract', 'Carbomer', 'Caffeine', 'Caprylic/Capric Triglyceride', 'Caprylyl Glycol', 'Calcium Chloride', 'Butylene Glycol', 'Sodium PCA', 'Salicornia Herbacea Extract', 'Trisodium EDTA', 'Propylene Glycol Dicaprate', 'Helianthus Annuus (Sunflower) Seedcake', 'Scutellaria Baicalensis Root Extract', 'Saccharomyces Lysate Extract', 'Hordeum Vulgare Extract', 'Sodium Sulfite', 'Oryza Sativa (Rice) Bran Oil', 'Betula Alba Bark Extract', 'Sodium Hydroxide', 'Tocopheryl Acetate (Vitamin E)', 'Polysorbate 60', 'Polysorbate 80', 'PEG-100 Stearate', 'PEG-40 Stearate', 'PEG-8', 'Sodium Metabisulfite', 'Phenoxyethanol', 'Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer', 'Titanium Dioxide']"
